anon_id,dataset,image_id,pred_id,matched_gt_class,matched_gt_area_px2,matched_gt_size_bin,matched_gt_aspect_ratio,matched_gt_ar_bin,formal_ar21_eligible,formal_stratum,formal_geometry_source,formal_class_source,locator_geometry_source,source_image_path,source_image_sha256,image_width,image_height,locator_cx,locator_cy,locator_box_xmin,locator_box_ymin,locator_box_xmax,locator_box_ymax,crop_xmin,crop_ymin,crop_xmax,crop_ymax,crop_relpath,crop_sha256,source_record_path,source_record_sha256,source_record_line,sampling_seed,sampling_rank
33954392327ffbbf,DIOR-R,11746,49,ship,646.4003,small,3.15625,ar>=2.1,True,ship|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/11746.jpg,9c7d9583b5c85de06748d1a795d9940cf46c8fbd7790342a58b38be4d17f75a5,800,800,214.42,647.5,188.09,621.17,240.76,673.83,166,599,263,696,crops/33954392327ffbbf.jpg,460480ba7dc22b78af3461f7e33bb59dd0e66a9f44b4109ee193e134931ad393,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,64022,20260712,3
33adb03f58d0db3b,DIOR-R,21101,14,dam,379.058,small,3.791005,ar>=2.1,True,dam|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/21101.jpg,edfc722011f1115a01e25f9b6e6d1277bf03c0477f5ce1ae9e32cc34957f48e8,800,800,289.69,104.08,265.69,80.08,313.69,128.08,241,56,338,153,crops/33adb03f58d0db3b.jpg,a7bb8ac6dd4d34b329091c461e2bf13db3ba26eb5728357515f9586f37e8a2e8,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,16671,20260712,4
384a09b2c13beb09,DIOR-R,12460,289,ship,168.0,small,2.625,ar>=2.1,True,ship|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/12460.jpg,7cae7d72a544a4a424ba65b14ab8478aaf86278626a93027634706cce0170a84,800,800,494.18,545.68,470.18,521.68,518.18,569.68,446,497,543,594,crops/384a09b2c13beb09.jpg,24acafec514c0df9c7936d14ca096d958737baec5efbf62afd1b00aa37b1d6aa,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,80184,20260712,7
885f088889e15db7,DIOR-R,14315,29,storagetank,182.0,small,1.076923,ar<1.6,False,storagetank|small|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/14315.jpg,b2002ac47376aa6292b20599d1cb4b28a6ae98c0676babc198978ea9c4512cab,800,800,242.77,350.96,218.77,326.96,266.77,374.96,194,302,291,399,crops/885f088889e15db7.jpg,d4f26df73722b673bd0208a360be7020a42d9f6a1790ed3281a49b82383be0f9,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,47298,20260712,8
1ce2a518edcc66a2,DIOR-R,23245,5,vehicle,5244.0005,medium,2.364988,ar>=2.1,True,vehicle|medium|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/23245.jpg,08f17447db4eef30d44718007806534cfb84fcfdf421ecd8fbd00d220ba540e1,800,800,226.4,513.08,164.1,450.77,288.71,575.39,124,411,329,616,crops/1ce2a518edcc66a2.jpg,c1c82f9e7741e73623037b2fd0ba77666002d0116d7b787717068d132fca7161,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,34055,20260712,15
4bdcd00a5edadde9,DIOR-R,19706,0,windmill,12960.0,large,1.40625,ar<1.6,False,windmill|large|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/19706.jpg,a18ec637043cab6e4e5318bbf0e14f79a3f5913f0c2dee6e7cecd9e8299bc5e1,800,800,174.79,538.31,103.12,466.64,246.47,609.99,57,421,293,656,crops/4bdcd00a5edadde9.jpg,5acfb1b9de04465a6e2d5be82170b7deecbb535c1ae25c9807a86b7c99e5da55,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,63712,20260712,20
3f2bfa7d8e6debbc,DIOR-R,22107,0,storagetank,1848.0,medium,1.047619,ar<1.6,False,storagetank|medium|ar<1.6,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/22107.jpg,9afc8fe130c1a140afbdf2f850b27e760ad054c97c3241bf8bae4ec12f974656,800,800,283.29,50.54,259.29,26.54,307.29,74.54,235,2,332,99,crops/3f2bfa7d8e6debbc.jpg,bd75996ddf6fe5c9d36f975e139ea97e74d62c8ad56fb58da8eea2e98165f334,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,74651,20260712,21
b074f6874285b046,DIOR-R,15745,6,windmill,112.0,small,2.285714,ar>=2.1,True,windmill|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/15745.jpg,ecfb72acde437606b3918bc25e45cf408722e57045f32067e5061fea65eeb57c,800,800,228.71,578.32,204.71,554.32,252.71,602.32,180,530,277,627,crops/b074f6874285b046.jpg,d281028f903bf91f5878ab8efc9b01a1955c66f8467494cf194d19ee2480549b,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,76400,20260712,23
7ab093b45cccf80f,DIOR-R,14322,16,ship,1559.9999,medium,2.867949,ar>=2.1,True,ship|medium|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/14322.jpg,c637fdf730c7700468753ae348e3927a51391faa63869e8200fa008287084984,800,800,115.33,527.55,81.61,493.83,149.05,561.27,60,472,171,583,crops/7ab093b45cccf80f.jpg,4e43aeb4a2a75db3ccc86aace263f74612707bce6e9b51eec0300ca5e1a93039,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,85267,20260712,24
98d253854601680e,DIOR-R,18501,4,vehicle,339.7964,small,3.775811,ar>=2.1,True,vehicle|small|ar>=2.1,matched_GT_box_nonangular,matched_GT_class_via_class_constrained_match,matched_prediction_box_nonangular,/home/rspip/cqc/data/dataset/DIOR/images/test/18501.jpg,2c95482638be783878e04b6cc349eb79b89d704208f64acddaece8265e3ac326,800,800,277.2,413.09,253.2,389.09,301.2,437.09,229,365,326,462,crops/98d253854601680e.jpg,c2b6d55dbd3f17e5fd02018690243459dd5f514858a397b66dd9914df041fe07,/home/rspip/cqc/pro/study/orientbench/outputs/persistent_artifacts/m069_fullval_reliability/A/matched_fullval.jsonl,00e554fbc45dfd6ab0d964800920e101411bc2ee1e218f575a0eafcfde63761e,63762,20260712,25
